Ticker,Company,Sector,CIK,Price,MarketCap,ADV20,LatestForm,LatestFiledAt,LatestFiledAgeDays,CatalystType,Catalyst,CatalystStatus,CatalystPrimaryForm,CatalystPrimaryDate,CatalystPrimaryDaysAgo,CatalystPrimaryURL,RunwayQuartersRaw,RunwayQuarters,RunwayCashRaw,RunwayCash,RunwayQuarterlyBurnRaw,RunwayQuarterlyBurn,RunwayEstimate,RunwayNotes,RunwayDays,RunwayBucket,RunwaySourceForm,RunwaySourceDate,RunwaySourceDaysAgo,RunwaySourceURL,RunwayStatus,DilutionFlag,Dilution,DilutionStatus,DilutionFormsHit,DilutionKeywordsHit,DilutionPrimaryForm,DilutionPrimaryDate,DilutionPrimaryDaysAgo,DilutionPrimaryURL,DilutionEvidenceAll,Governance,GovernanceStatus,GovernancePrimaryForm,GovernancePrimaryDate,GovernancePrimaryDaysAgo,GovernancePrimaryURL,GovernanceEvidenceAll,GovernanceNotes,HasGoingConcern,HasMaterialWeakness,Auditor,Insider,InsiderStatus,InsiderForms345Links,InsiderBuyCount,HasInsiderCluster,Ownership,OwnershipStatus,OwnershipLinks,Materiality,SubscoresEvidenced,SubscoresEvidencedCount,Status,ChecklistPassed,ChecklistCatalyst,ChecklistDilution,ChecklistRunway,ChecklistGovernance,ChecklistInsider,ChecklistOwnership,RiskFlag,Tier1Type,Tier1Trigger
CTGO,"Contango Ore, Inc.",Basic Materials,0001502377,21.89,254187221.0,100820.6,8-K,2025-10-02,34,Corporate event / guidance / financing,2025-10-02 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525228609/ctgo-20251002.htm,Pass,8-K,2025-10-02,34,https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525228609/ctgo-20251002.htm,,,36454652.0,36454652.0,0.0,0.0,,2025-08-13 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000095017025108075/ctgo-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1502377/000095017025108075/ctgo-20250630.htm,,,,,,,Missing,True,2025-09-26 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525218791/d11832d424b5.htm,Pass (Offering),424B5; S-3,,424B5,2025-09-26,40,https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525218791/d11832d424b5.htm,2025-09-26 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525218791/d11832d424b5.htm; 2025-09-25 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525216422/d11832d424b5.htm; 2024-11-15 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312524259962/d887759ds3.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525103900/d929660ddef14a.htm,Pass,DEF 14A,2025-04-29,190,https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525103900/d929660ddef14a.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525103900/d929660ddef14a.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1502377/000119312525103900/d929660ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
CTRN,"Citi Trends, Inc.",Consumer Cyclical,0001318484,37.82,305159170.0,74394.05,10-Q,2025-09-10,56,Earnings/Financial update,2025-09-10 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000155837025011991/ctrn-20250802x10q.htm,Pass,10-Q,2025-09-10,56,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000155837025011991/ctrn-20250802x10q.htm,15.175148,15.18,53978000.0,53978000.0,3557000.0,3557000.0,interim,2025-09-10 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000155837025011991/ctrn-20250802x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1318484/000155837025011991/ctrn-20250802x10q.htm,1366.0,>12q,10-Q,2025-09-10,56,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000155837025011991/ctrn-20250802x10q.htm,Pass,True,2025-06-10 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000110465925058146/tm2517447d1_s8.htm,Overhang (S-8),S-8,,S-8,2025-06-10,148,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000110465925058146/tm2517447d1_s8.htm,2025-06-10 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000110465925058146/tm2517447d1_s8.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000155837025005488/ctrn-20250605xdef14a.htm,Pass,DEF 14A,2025-04-25,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000155837025005488/ctrn-20250605xdef14a.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000155837025005488/ctrn-20250605xdef14a.htm,2025-04-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1318484/000155837025005488/ctrn-20250605xdef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
CURI,CuriosityStream Inc.,Communication Services,0001776909,4.57,239249797.0,418054.0,8-K,2025-08-14,83,TBD,2025-08-14 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000162828025040384/curi-20250814.htm,Pass,8-K,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000162828025040384/curi-20250814.htm,,,6943000.0,6943000.0,0.0,0.0,,2025-08-06 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000162828025038426/curi-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1776909/000162828025038426/curi-20250630.htm,,,,,,,Missing,True,2025-08-14 424B7 https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000121390025076000/ea0252993-424b7_curiosity.htm,Pass (Offering),424B7; S-8,,424B7,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000121390025076000/ea0252993-424b7_curiosity.htm,2025-08-14 424B7 https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000121390025076000/ea0252993-424b7_curiosity.htm; 2025-08-12 424B7 https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000121390025075112/ea0252804-424b7_curiosity.htm; 2025-07-10 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000121390025062773/ea0248432-s8_curiosity.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000162828025019651/curi-20250424.htm,Pass,DEF 14A,2025-04-24,195,https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000162828025019651/curi-20250424.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000162828025019651/curi-20250424.htm,2025-04-24 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1776909/000162828025019651/curi-20250424.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
CURV,Torrid Holdings Inc.,Consumer Cyclical,0001792781,1.65,132365899.0,458420.9,10-Q,2025-09-11,55,Earnings/Financial update,2025-09-11 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000179278125000031/thi-20250802.htm,Pass,10-Q,2025-09-11,55,https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000179278125000031/thi-20250802.htm,18.980617,18.98,21543000.0,21543000.0,1135000.0,1135000.0,interim,2025-09-11 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000179278125000031/thi-20250802.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1792781/000179278125000031/thi-20250802.htm,1708.0,>12q,10-Q,2025-09-11,55,https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000179278125000031/thi-20250802.htm,Pass,True,2025-06-25 424B7 https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000119312525146880/d947687d424b7.htm,Pass (Offering),424B7,,424B7,2025-06-25,133,https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000119312525146880/d947687d424b7.htm,2025-06-25 424B7 https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000119312525146880/d947687d424b7.htm; 2025-06-24 424B7 https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000119312525145747/d947687d424b7.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000179278125000011/thi-20250423.htm,Pass,DEF 14A,2025-04-23,196,https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000179278125000011/thi-20250423.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000179278125000011/thi-20250423.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1792781/000179278125000011/thi-20250423.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,0001290900,1.82,58064802.0,125843.75,424B5,2025-08-21,76,TBD,2025-08-07 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025038930/cvg-sx3.htm,Pass,S-3,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025038930/cvg-sx3.htm,,,70260000.0,70260000.0,0.0,0.0,,2025-08-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000129090025000010/cvgi-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1290900/000129090025000010/cvgi-20250630.htm,,,,,,,Missing,True,2025-08-21 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025040967/cvg-424b5.htm,Pass (Offering),424B5; S-3; S-8,,424B5,2025-08-21,76,https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025040967/cvg-424b5.htm,2025-08-21 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025040967/cvg-424b5.htm; 2025-08-07 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025038930/cvg-sx3.htm; 2025-05-22 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025027281/registrationstatementonfor.htm,2025-04-16 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025017895/cvgi-20250415.htm,Pass,DEF 14A,2025-04-16,203,https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025017895/cvgi-20250415.htm,2025-04-16 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025017895/cvgi-20250415.htm,2025-04-16 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1290900/000162828025017895/cvgi-20250415.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
CVRX,"CVRx, Inc.",Healthcare,0001235912,7.95,259555851.0,187567.15,10-Q,2025-08-05,92,Earnings/Financial update,2025-08-05 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000155837025010186/cvrx-20250630x10q.htm,Pass,10-Q,2025-08-05,92,https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000155837025010186/cvrx-20250630x10q.htm,9.179829,9.18,95025000.0,95025000.0,10351500.0,10351500.0,interim,2025-08-05 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000155837025010186/cvrx-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1235912/000155837025010186/cvrx-20250630x10q.htm,826.0,6-12q,10-Q,2025-08-05,92,https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000155837025010186/cvrx-20250630x10q.htm,Pass,True,2025-02-18 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000110465925014537/tm256776d1_s8.htm,Overhang (S-8),S-8,,S-8,2025-02-18,260,https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000110465925014537/tm256776d1_s8.htm,2025-02-18 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000110465925014537/tm256776d1_s8.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000114036125015190/ny20041262x1_def14a.htm,Pass,DEF 14A,2025-04-23,196,https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000114036125015190/ny20041262x1_def14a.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000114036125015190/ny20041262x1_def14a.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1235912/000114036125015190/ny20041262x1_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
CZNC,Citizens & Northern Corporation,Financial Services,0000810958,20.25,295340195.0,45924.4,8-K,2025-10-23,13,TBD,2025-10-23 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925101823/cznc-20251023xex99.htm,Pass,8-K,2025-10-23,13,https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925101823/cznc-20251023xex99.htm,,,99619000.0,99619000.0,0.0,0.0,,2025-08-08 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000155837025010889/cznc-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/810958/000155837025010889/cznc-20250630x10q.htm,,,,,,,Missing,True,2025-08-28 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925084667/tm2524302-1_424b3.htm,Pass (Offering),424B3,,424B3,2025-08-28,69,https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925084667/tm2524302-1_424b3.htm,2025-08-28 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925084667/tm2524302-1_424b3.htm; 2025-08-06 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925074626/tm2514179-6_424b3.htm; 2025-08-04 S-4/A https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925073477/tm2514179-3_s4a.htm; 2025-07-22 S-4 https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925069550/tm2514179-1_s4.htm,2025-03-14 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925023871/tm252451-2_def14a.htm,Pass,DEF 14A,2025-03-14,236,https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925023871/tm252451-2_def14a.htm,2025-03-14 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925023871/tm252451-2_def14a.htm,2025-03-14 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/810958/000110465925023871/tm252451-2_def14a.htm,False,False,,2025-10-24 13F-HR https://www.sec.gov/Archives/edgar/data/810958/000110465925102075/infotable.xml; 2025-07-30 13F-HR https://www.sec.gov/Archives/edgar/data/810958/000110465925072066/infotable.xml; 2025-04-21 13F-HR https://www.sec.gov/Archives/edgar/data/810958/000110465925036924/infotable.xml; 2025-01-31 13F-HR https://www.sec.gov/Archives/edgar/data/810958/000110465925007887/infotable.xml,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance; Insider,4,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
DCTH,"Delcath Systems, Inc.",Healthcare,0000872912,11.55,306285768.0,1188944.85,10-Q,2025-11-04,1,Earnings/Financial update,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000162828025048558/dcth-20250930.htm,Pass,10-Q,2025-11-04,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000162828025048558/dcth-20250930.htm,,,41813000.0,41813000.0,0.0,0.0,,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000162828025048558/dcth-20250930.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/872912/000162828025048558/dcth-20250930.htm,,,,,,,Missing,True,2025-08-15 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000119312525181923/d446811ds8.htm,Overhang (S-8),S-8,,S-8,2025-08-15,82,https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000119312525181923/d446811ds8.htm,2025-08-15 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000119312525181923/d446811ds8.htm,2025-04-01 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000162828025015761/dcth-20250401.htm,Pass,DEF 14A,2025-04-01,218,https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000162828025015761/dcth-20250401.htm,2025-04-01 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000162828025015761/dcth-20250401.htm,2025-04-01 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/872912/000162828025015761/dcth-20250401.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
DDD,3D Systems Corporation,Technology,0000910638,2.17,330891594.0,4158162.4,10-Q,2025-11-04,1,Earnings/Financial update,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000162828025048915/ddd-20250930.htm,Pass,10-Q,2025-11-04,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000162828025048915/ddd-20250930.htm,3.91935,3.92,95542000.0,95542000.0,24377000.0,24377000.0,interim,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000162828025048915/ddd-20250930.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/910638/000162828025048915/ddd-20250930.htm,353.0,3-6q,10-Q,2025-11-04,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000162828025048915/ddd-20250930.htm,Pass,True,2024-10-07 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000119312524233860/d897109ds8.htm,Overhang (S-8),S-8,,S-8,2024-10-07,394,https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000119312524233860/d897109ds8.htm,2024-10-07 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000119312524233860/d897109ds8.htm,2025-04-04 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000119312525073438/d867556ddef14a.htm,Pass,DEF 14A,2025-04-04,215,https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000119312525073438/d867556ddef14a.htm,2025-04-04 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000119312525073438/d867556ddef14a.htm,2025-04-04 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/910638/000119312525073438/d867556ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
DERM,Journey Medical Corporation,Healthcare,0001867066,7.01,219271719.0,178980.2,8-K,2025-09-26,40,Corporate event / guidance / financing,2025-09-26 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000110465925093891/tm2527082d1_8k.htm,Pass,8-K,2025-09-26,40,https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000110465925093891/tm2527082d1_8k.htm,10.754107,10.75,20293000.0,20293000.0,1887000.0,1887000.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000141057825001703/derm-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1867066/000141057825001703/derm-20250630x10q.htm,968.0,6-12q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000141057825001703/derm-20250630x10q.htm,Pass,True,2025-08-28 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000110465925084876/tm2524202d1_424b3.htm,Pass (Offering),424B3,,424B3,2025-08-28,69,https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000110465925084876/tm2524202d1_424b3.htm,2025-08-28 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000110465925084876/tm2524202d1_424b3.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000110465925041214/tm252481-6_def14a.htm,Pass,DEF 14A,2025-04-29,190,https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000110465925041214/tm252481-6_def14a.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000110465925041214/tm252481-6_def14a.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1867066/000110465925041214/tm252481-6_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
DH,Definitive Healthcare Corp.,Healthcare,0001861795,4.15,284675784.0,252708.05,10-Q,2025-08-07,90,Earnings/Financial update,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025105071/dh-20250630.htm,Pass,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025105071/dh-20250630.htm,,,80984000.0,80984000.0,0.0,0.0,,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025105071/dh-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1861795/000095017025105071/dh-20250630.htm,,,,,,,Missing,True,2025-02-27 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025029160/dh-20250227.htm,Overhang (S-8),S-8,,S-8,2025-02-27,251,https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025029160/dh-20250227.htm,2025-02-27 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025029160/dh-20250227.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025057364/dh-20250422.htm,Pass,DEF 14A,2025-04-23,196,https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025057364/dh-20250422.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025057364/dh-20250422.htm,2025-04-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1861795/000095017025057364/dh-20250422.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
DIBS,"1stdibs.Com, Inc.",Consumer Cyclical,0001600641,2.8,130121702.0,89536.9,10-Q,2025-08-07,90,Earnings/Financial update,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000113/dibs-20250630.htm,Pass,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000113/dibs-20250630.htm,8.563085,8.56,22431000.0,22431000.0,2619500.0,2619500.0,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000113/dibs-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1600641/000160064125000113/dibs-20250630.htm,770.0,6-12q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000113/dibs-20250630.htm,Pass,True,2025-03-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000013/forms-8march32025.htm,Overhang (S-8),S-8,,S-8,2025-03-03,247,https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000013/forms-8march32025.htm,2025-03-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000013/forms-8march32025.htm,2025-03-26 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000046/def14aproxystatement2025an.htm,Pass,DEF 14A,2025-03-26,224,https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000046/def14aproxystatement2025an.htm,2025-03-26 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000046/def14aproxystatement2025an.htm,2025-03-26 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1600641/000160064125000046/def14aproxystatement2025an.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
